Unnamed: 0,_id,url,title,description,keywords,Mariangela_topic,field used for the classification,comments,DISCUSSED,TO BE DECIDED,Gabriele_topic,Sana_topic
1483,CoDa,https://lod-cloud.net/dataset/CoDa,Cooperation Databank,An annotated history of empirical studies on human cooperation in social dilemmas. Social Dilemmas are situations that involve a conflict of interests and people must choose between a behavior that is best for themselves and a behavior that is best for the collective. Cooperation is choosing to do a behavior that is best for the collective. CoDa contains six decades of studies on individual decision making in dyads and groups facing social dilemmas.The databank contains studies on human cooperation published in Chinese  English  and Japanese. Experts annotated these studies for 275 variables  including the quantitative results (effect sizes). We developed an ontology that defines and relates concepts in cooperation research and that can represent the relationships between individual study results. We have created an application that allows users to search the databank  and enables users to retrieve studies that test the relation of variables with cooperation  visualize these study results  and perform (1) meta-analyses  (2) meta-regressions  (3) estimates of publication bias  and (4) statistical power analyses for future studies.,Psychology; Sociology; Economics; Cooperation research; Prisoner's dilemma; Public Goods Game; Resource Dilemma; social dilemmas,not classified,,,,,cultural heritage,cultural heritage
337,CoLChina_sp20000000019348ff2263,https://lod-cloud.net/dataset/CoLChina_sp2000,Catalogue of Life in China 2003 Edition,The Catalogue of Life in China 2023 edition includes a total of 148 637 species and 22 468 genus. Following the data standards of Species 2000  each species in the list contains data on scientific names  synonyms  aliases  literature  taxonomic systems  distribution areas  Chinese names  etc. The Catalogue of Life in China 2023 edition was released by the Institute of Zoology  Chinese Academy of Sciences (CAS)  which is a research institution focusing on zoological studies. It maintains rich data resources  covering the following aspects：Species databases  Specimen and specimen collection data Ecological monitoring data  Genetic information and genomic data Literature and publications.,,"health, cultural heritage",natural heritage for the presence of species,,yes,,cultural heritage,Healthcare
1125,CompHistSem0000018ae121a197,https://lod-cloud.net/dataset/CompHistSem,Computational Historical Semantics in LiLa,A subset of more than 1M tokens of a Latin corpus featuring more than 4000 texts spanning from the 2nd to the 15th Century. The subset is linked to the LiLa Lemma Bank,Latin; Corpus; LLOD; LiLa,linguistic,is it related to CH?,,,yes,linguistic,cultural heritage
712,Copyright_Free_Music00000193a96f29dc,https://lod-cloud.net/dataset/Copyright_Free_Music,Copyright Free Music,Royalty Free Music & Copyright Free Music ✔️ Unlimited Downloads Search 100% Claim-Free ☝ royalty free music & copyright free music for ⭐ youtube  games  commercial use;Unlimited Downloads tracks from our library,music; copyright free music; royalty free music,DOUBT,music. Unsure if it should be considered CH,,,yes,cultural heritage,
850,Corine_linked_dataset,https://lod-cloud.net/dataset/Corine_linked_dataset,Corine linked dataset @PSNC,this dataset contains linked data from agriculture related lands (hilucs_code<200) & for main cities in Czech Republic (centers of NUTS3 regions)  Poland (agglomeration areas from Urban Atlas) and Spain (agglomeration areas from Urban Atlas).,corine; landuse; Czech Republic; Poland; Spain,not classified - geography,from title-abstract-keywords,,,,,cultural heritage
744,CorpusFibonacci0000018b240c054f,https://lod-cloud.net/dataset/CorpusFibonacci,Corpus Fibonacci in LiLa,Chapter VIII of Liber Abbaci (also known as Liber Abaci)  linked to the LiLa Knowledge Base  a historic 1202 treaty on arithmetic by Leonardo Fibonacci  manually annotated with tokenization  lemmatization and part of speech tagging following the Universal Dependencies (UD) formalism.,Latin; Corpus; LLOD; LiLa; Fibonacci,"linguistic, cultural heritage?",linguistic. can it be considered CH?,,,yes,linguistic,cultural heritage
912,DHSVM0000018e07712fbe,https://lod-cloud.net/dataset/DHSVM,Distributed Hydrology Soil Vegetation Model,DHSVM numerically represents with high spatial resolution (typically on the order of 100 m) the effects of local weather  topography  soil type  and vegetation on the hydrology within watersheds. The model is used to study the impacts of climate change  land use change  forest management practices  flooding  glacier dynamics  stream temperature and stream quality.,DHSVM; Vegetation data,not classified - geography,,,,,,cultural heritage
890,DanteLatinLoanwords0000018b23f80e8e,https://lod-cloud.net/dataset/DanteLatinLoanwords,Dante Latin Loanwords in LiLa,This glossary linked to the LiLa Knowledge Base collects the Latin loanwords attested in the four Italian works by XIIIth Century writer and poet Dante Alighieri (Rime  Vita Nova  Convivio and Commedia),Latin; Lexicon; LLOD; LiLa; Dante,"linguistic, cultural heritage?",should it be considered cultural heritage?,,,yes,linguistic,cultural heritage
709,Driggu0000018f412a4934,https://lod-cloud.net/dataset/Driggu,Driggu Florentino,Driggu  Multi-artist  model and visual artist,Driggu-Florentino,not classified,"unclear fro title, abstract and keywords. a personal webpage is linked as resource website",,,,,cultural heritage
1499,EOKP-Datasets0000018dfe937d27,https://lod-cloud.net/dataset/EOKP-Datasets,Earth Observation Knowledge Packages,EOKP  as the governance object of the Earth Observation Knowledge Hub (EOKH)  is designed for a specific knowledge landscape with organic coupling of domain knowledge  applications  relationships and processes. The EOKH is governed by the Knowledge Package  which is an organic coupling of knowledge  applications  relationships and processes for a specific knowledge field  and is used to present the various elements required in a complete application case in a structured way. This is an organic coupling of domain knowledge  applications  relationships and processes in a specific knowledge landscape  which is used to structurally present the various elements and relationships required in a complete application case. The knowledge in these packages is organised and provided by the knowledge producers  and includes most of the knowledge  resources and methods required to complete an application. These packages are organised and provided by the knowledge producers and contain most of the knowledge  resources and methodologies required to complete an application  enabling other researchers and practitioners to learn and use the knowledge at a low cost. This enables other researchers and domain practitioners to learn and reproduce the knowledge  resources and methodologies at low cost  and then use them in other similar application scenarios. application scenarios. This document shares the RDF file  which contains detailed metadata  and collates some of the knowledge packages for distribution at LOD  a list of which is available at https://github.com/cks1999/EOKP,,not classified - government,,,,,,cultural heritage
1108,ERAKG00000191e1f92e4c,https://lod-cloud.net/dataset/ERAKG,Railway Infrastructure KG,Register of Infrastructure (RINF) Knowledge graph.   It enables the Search of information regarding the characteristics and capabilities of operational points and sections of lines that belong to the static rail network  and the Route Compatibility Check (RCC) where the objective is to check if a certain railway vehicle can travel the route between two operational points. Vehicle type information is originated from the European Registry Authorized Type of Vehicle (ERATV).,Railways; Infrastructure; ERA,not classified,,,,,,cultural heritage
290,Earthquake,https://lod-cloud.net/dataset/Earthquake,Emergency situation,Related to emergency response,natural disaster; emergency response; search and rescue; Earthquake; Flood,not classified,,,,,,cultural heritage
1259,Earthquake_case,https://lod-cloud.net/dataset/Earthquake_case,ESO,Past Earthquake case detail,earthquake; casualties; location; injured; death,not classified - geography,,,,,,cultural heritage
153,FADN_(2019),https://lod-cloud.net/dataset/FADN_(2019),Farm Accountancy Data Network (FADN) linked dataset from 2019 @PSNC,FADN is an instrument for evaluating the income of agricultural holdings and the impacts of the Common Agricultural Policy. FADN consists of an annual survey carried out by the Member States of the European Union. The services responsible in the Union for the operation of the FADN collect every year accountancy data from a sample of the agricultural holdings in the European Union. Derived from national surveys  the FADN is the only source of microeconomic data that is harmonised  i.e. the bookkeeping principles are the same in all countries. Input data for this dataset was in the form of CSV files  which were first modeled and aligned by using ontologies like Data Cube Vocabulary and its SDMX ISO extensions. The source files can be downloaded from https://ec.europa.eu/agriculture/rica/database/consult_std_reports_en.cfm,statistics; Farm Accountancy; Farm Management,not classified,,,,,,cultural heritage
1030,FLUS0000018e07687358,https://lod-cloud.net/dataset/FLUS,Future land use simulation model,The newly proposed FLUS model is an integrated model for multi-type land use scenario simulations by coupling human and natural effects. At the same time  the spatial simulation module of the FLUS model was made into GUI software named GeoSOS-FLUS . The GeoSOS-FLUS was developed as an extension of the previous GeoSOS software to facilitate the multiple land use change simulations. The software provides a multiple CA allocation model for simulating land use change and scenario analysis.,FLUS; Land use,not classified,,,,,,cultural heritage
1655,Fishery_Stock_Dataset,https://lod-cloud.net/dataset/Fishery_Stock_Dataset,Norway fishery stocks dataset @PSNC,Stock data from Norway  transformed and published as Linked Data. Data source was the list of all stocks for all years retrieved in XML (transformed initially to JSON)  collected from service: http://standardgraphs.ices.dk/StandardGraphsWebServices.asmx/getListStocks?year=0.,fishery; norway; stock; lifescience,not classified - government,,,,,,cultural heritage
532,GTS,https://lod-cloud.net/dataset/GTS,Geological Timescale,RDF representation of the Geological Timescale  as described in the International Chronostratigraphic Chart from the International Commission on Stratigraphy.,stratigraphy; geology; timescale; chronology; reference system; time,not classified - geography,,,,,,cultural heritage
1179,GTS-ont,https://lod-cloud.net/dataset/GTS-ont,Geological Timescale Ontology,OWL ontology for the RDF representation of the Geologic Timescale.,ontology; geology; stratigraphy; timescale; owl-time,not classified - geography,,,,,,cultural heritage
575,GWR0000018e0773a0a1,https://lod-cloud.net/dataset/GWR,Geographically Weighted Regression Model,GWR4 is a new release of a Microsoft Windows-based application software for calibrating geographically weighted regression (GWR) models  which can be used to explore geographically varying relationships between dependent/response variables and independent/explanatory variables. A GWR model can be considered a type of regression model with geographically varying parameters.,Geographical weighted regression; 回归,not classified - geography,"from title, abstract, keywords",,,,,cultural heritage
973,HASM0000018e0772d70c,https://lod-cloud.net/dataset/HASM,High Accuracy Surface Modeling,In order to solve the theoretical problems of spatial surface modeling such as error  multi-scale  nonlinearity  operation speed and big data processing  Yue Tianxiang's team has organically combined surface theory  system theory  optimization cybernetics and modern computer technology. A high-precision surface modeling (HASM) method integrating extrinsic data (such as satellite remote sensing information) and intrinsic data (such as ground observation information) is created  and then the basic theorems of Earth surface system modeling and ecological environment surface modeling are refined and their inferences and algorithms concerning spatial interpolation  scale transformation  data fusion and model-data assimilation are derived.,HASM; data fusion,not classified,,,,,,cultural heritage
471,ILUSOC0000018e1171220c,https://lod-cloud.net/dataset/ILUSOC,Interpretation of Land Use Data in Ordos City,Interpretation of Land Use Data in Ordos City,Ordos City; Land Use,not classified - geography,,,,,,cultural heritage
113,ISSN:0080-3626,https://lod-cloud.net/dataset/ISSN:0080-3626,Pierwszy polski podręcznik bibliotekarski,praca poświęcona przedstawieniu i omówieniu poglądów i spostrzeżeń Joachima Lelewela zawartych w pracach poświęconych bibliotekarstwu,,not classified,"unclear from title, abstract, keywords as description not in english. inaccessible resource and",,,,cultural heritage,
1121,Inztrow,https://lod-cloud.net/dataset/Inztrow,Inztrow,Artist/Producer,Music; Media; hiphop; instrumentals; funk; jazz,,music. is it CH?,,,yes,cultural heritage,
950,KG:Course_Submission,https://lod-cloud.net/dataset/KG:Course_Submission,EU Soccer League,THis ontology allows the user to be able to link Football (Soccer for my American people) matches with players who played in the match  From which team the players are. Also allows to query/store player statistics and team statistics. Kindly download the OWL/RDF file provided and load it onto tools like protege or GraphDB or AllegroGraph (depending on your use case). We have tested the ontology on the tools mentioned. It can be visualized and queried easily.,Soccer; European Soccer; Leagues; Matches; Players; Football; Team,not classified - sport,,,,,,cultural heritage
522,Kronika_naukowa_Biblioteki_Jagiellońskiej,https://lod-cloud.net/dataset/Kronika_naukowa_Biblioteki_Jagiellońskiej,Kronika naukowa Biblioteki Uniwersyteckiej w Łodzi,Kronika,,not classified,"unclear from abstract and keywords. they are not in english. empty resource, without links to access its content",,,,cultural heritage,Education
913,LPIS_(Poland),https://lod-cloud.net/dataset/LPIS_(Poland),Polish Land Parcel Information System (LPIS) dataset @PSNC,Polish Land Parcel Information System (LPIS) data (land parcel and cadastral data)  including all the voivodeships. The input data was in the form of geospatial data in shapefile format.,Land use; Land parcel; cadastral; land boundary,not classified,,,,,,cultural heritage
1062,LPIS_Czech_Republic,https://lod-cloud.net/dataset/LPIS_Czech_Republic,Land parcel dataset (LPIS) from Czech Republic @PSNC,This dataset contains land parcel and cadastral data collected from czech republic . the initial data source was in shapefiles which are transformed into linked data.,land parcel; agriculture; land boundary; cadsatral,not classified,,,,,,cultural heritage
984,LucaniPharsalia0000018ae110f661,https://lod-cloud.net/dataset/LucaniPharsalia,Lucani Pharsalia in LiLa,The Pharsalia is an epic poem in 10 books written by Lucan in 1st century AD. It portrays the civil war between Caesar and the Senate's forces  led by Pompey. The digital text of the 10 books of the Pharsalia by Lucan is taken from Perseus collection. The original text was lemmatized and PoS tagged with the UDPipe tool  using an in-house built trained model based on different UD Latin treebanks. The output of UDPipe was then checked manually at the CIRCSE Research Centre of the Università Cattolica del Sacro Cuore  Milan  Italy. The linking of the text to the Lemma Bank of the LiLa Knowledge Base was also performed at CIRCSE.,Latin; LLOD; LiLa; Corpus; Lucanus,"linguistic, cultural heritage",,,,,cultural heritage,cultural heritage
721,NoiPA,https://lod-cloud.net/dataset/NoiPA,NoiPA,Open Data NoiPA is a project created to make available  transparent and fully usable the extensive information assets managed by the Information and Innovation Systems Department of the Ministry of Economy and Finance.,,not classified - government,,,,,,cultural heritage
603,Open_Land_Use,https://lod-cloud.net/dataset/Open_Land_Use,Open Land Use @PSNC,Open Land Use Map is a composite map that is intended to create detailed land-use maps of various regions based on certain pan-Europen datasets such as CORINE Landcover  UrbanAtlas enriched by available regional data. The dataset is derived from available open datasources at different levels of detail and coverage. These data sources include: 1) Digital cadastral maps if available 2) Land Parcel Identification System if Available 3) Urban Atlas(European Environmental Agency) 4) CORINE Land Cover 2006 (European Environmental Agency) 5) Open Street Map The order of the data sources is according to the level of detail and  therefore  the priority for data integration.  The dataset includes agriculture related lands (hilucs_code<200) from Czech  Poland  Spain & for few main cities in Czech Republic (centers of NUTS3 regions)  Poland (agglomeration areas from Urban Atlas) and Spain (agglomeration areas from Urban Atlas).,landuse; european cities; agglomeration,not classified - geography,,,,,,cultural heritage
1352,Qualité_de_l'air_dans_le_monde,https://lod-cloud.net/dataset/Qualité_de_l'air_dans_le_monde,Qualité de l'air dans le monde,Mesures de certains polluants dans des villes à travers le monde,Qualité air,not classified,description only in french. about air quality,,,,,cultural heritage
110,Querolus0000018ae126f0e5,https://lod-cloud.net/dataset/Querolus,Querolus in LiLa,The text of Querolus  an anonymous Latin comedy dating back to V century AD  linked to the LiLa Knowledge Base.,Latin; Corpus; LLOD; LiLa,linguistic,ch?,,,yes,cultural heritage,cultural heritage
678,ROSHANI,https://lod-cloud.net/dataset/ROSHANI,ontology terrorist attack,ONTOLOGY OF TERRORIST ATTACK,,not classified - government,terrorism,,,,,cultural heritage
